58;11;196
58;12;233
58;13;273
58;14;228
58;15;201
58;16;171
58;17;105
58;18;22
58;23;27
59;8;158
59;9;205
59;10;187
59;11;212
59;12;241
59;13;264
59;14;242
59;15;219
59;16;197
59;17;367
60;8;128
60;9;166
60;10;202
60;11;213
60;12;244
60;13;261
60;14;233
60;15;214
60;16;189
60;17;327
60;20;4
60;22;3
60;23;20
61;8;136
61;9;127
61;10;167
61;11;186
61;12;224
61;13;248
61;14;218
61;15;197
61;16;152
61;17;118
61;18;324
61;23;7
62;8;212
62;9;193
62;10;243
62;11;253
62;12;260
62;13;292
62;14;259
62;15;251
62;16;226
62;17;193
62;18;1675
62;22;11
62;23;27
63;8;166
63;9;238
63;10;246
63;11;237
63;12;262
63;13;295
63;14;251
63;15;192
63;16;194
63;17;100
63;18;1350
63;22;5
63;23;165
64;8;177
64;9;180
64;10;196
64;11;208
64;12;231
64;13;252
64;14;236
64;15;207
64;16;177
64;17;152
64;18;1673
64;23;22
65;8;163
65;9;355
65;10;285
65;11;282
65;12;339
65;13;364
65;14;269
65;15;226
65;16;185
65;17;184
65;18;4
65;23;2527
66;8;134
66;9;149
66;10;162
66;11;181
66;12;225
66;13;235
66;14;209
66;15;171
66;16;187
66;17;91
67;8;246
67;9;220
67;10;238
67;11;240
67;12;271
67;13;290
67;14;253
67;15;232
67;16;241
67;17;279
67;23;2650
68;8;806
68;9;311
68;10;326
68;11;382
68;12;469
68;13;388
68;14;398
68;15;365
68;16;423
69;8;301
69;9;308
69;10;379
69;11;375
69;12;429
69;13;395
69;14;302
69;15;265
69;16;254
70;8;219
70;9;429
70;10;473
70;11;371
70;12;529
70;13;588
70;14;452
70;15;392
70;16;365
70;17;102
71;8;380
71;9;308
71;10;319
71;11;315
71;12;378
71;13;419
71;14;356
71;15;305
71;16;306
71;17;51
72;8;288
72;9;310
72;10;271
72;11;295
72;12;316
72;13;369
72;14;289
72;15;257
72;16;233
72;17;37
73;8;429
73;9;561
73;10;597
73;11;640
73;12;670
73;13;685
73;14;661
73;15;597
73;16;536
73;17;474
74;8;348
74;9;635
74;10;563
74;11;557
74;12;598
74;13;665
74;14;629
74;15;576
74;16;459
75;8;270
75;9;280
75;10;237
75;11;244
75;12;277
75;13;303
75;14;304
75;15;257
75;16;170
76;8;345
76;9;517
76;10;470
76;11;524
76;12;547
76;13;590
76;14;546
76;15;499
76;16;460
76;17;26
77;8;14
77;9;35
77;10;55
77;11;51
77;12;102
77;13;93
77;14;85
77;15;87
77;16;54
78;8;610
78;9;746
78;10;814
78;11;860
78;12;938
78;13;1021
78;14;906
78;15;816
78;16;670
78;17;692
79;8;239
79;9;241
79;10;215
79;11;246
79;12;241
79;13;295
79;14;327
79;15;253
79;16;197
79;17;50
80;8;363
80;9;219
80;10;315
80;11;385
80;12;411
80;13;380
80;14;367
80;15;289
80;16;266
80;17;80
81;8;77
81;9;247
81;10;276
81;11;316
81;12;375
81;13;428
81;14;405
81;15;331
81;16;257
81;17;147
82;8;302
82;9;223
82;10;266
82;11;307
82;12;328
82;13;364
82;14;354
82;15;354
82;16;328
82;17;210
83;8;319
83;9;104
83;10;84
83;11;82
83;12;104
83;13;124
83;14;133
83;15;111
83;16;114
84;8;85
84;9;61
84;10;78
84;11;92
84;12;105
84;13;114
84;14;109
84;15;79
84;16;68
84;17;7
85;8;60
85;9;59
85;10;44
85;11;53
85;12;50
85;13;37
85;14;30
85;15;29
85;16;19
86;8;555
86;9;102
86;10;77
86;11;79
86;12;78
86;13;67
86;14;70
86;15;57
86;16;68
86;17;7
87;8;593
87;9;865
87;10;853
87;11;913
87;12;974
87;13;986
87;14;922
87;15;774
87;16;702
87;17;531
